108338, 111
108339, 6885
108340, 665
108341, 1359
108446, 3769
108447, 2015
108451, 21468
108452, 19601
108482, 6310
108517, 266
108518, 302
108521, 4412
108578, 51098
108579, 47761
108613, 730
108616, 52
108617, 670
108618, 97
108619, 407
108620, 114
108693, 240
1087135, 7740
108771, 72472
108785, 35553
1088224, 13780
108858, 8792
108884, 64247
109014, 4076
109015, 168045
109021, 5171
109086, 2477
109087, 1426
109088, 21480
109089, 28479
109090, 25422
109091, 29758
109130, 15021
109131, 16154
109136, 31
109138, 31
109176, 1281
1093113, 229
1093114, 1650
1093140, 212255
109344, 431
1093600, 113291
109374, 2843
109375, 17
109414, 283
109458, 3206
109459, 1337
1095206, 558
1095207, 741
1095208, 571
1095209, 580
1095210, 1381
1095211, 1151
109572, 80589
109575, 28904
109576, 97595
109729, 601
109772, 4352
109773, 485135
1097847, 69564
109925, 49
1099667, 12018
1099668, 17102
1099669, 20631
1099670, 21344
1099671, 20723
1099672, 1162
110009, 10135
110025, 9514
110026, 12234
110027, 11962
110028, 366
110029, 655
110030, 1219
110031, 1245
110038, 1379
110042, 789
110044, 2169
110047, 12404
110131, 3812
110132, 84740
110172, 497
110173, 24
110201, 116
110202, 716
110203, 946
110204, 1058
110205, 4672
110207, 254
110209, 261
110211, 149
1102667, 17588
110353, 55454
110356, 4643
110357, 6380
110358, 1914
110370, 4623
110371, 11637
110372, 8181
110373, 6614
110374, 6021
110375, 1449
1103938, 914
1103939, 25482
110444, 3444
110445, 72
110457, 635
110699, 159854
110711, 275
110713, 77948
110714, 75787
110715, 3
110718, 376
110719, 103
110720, 364
110721, 371
110723, 295
110780, 2977
110781, 1787
110782, 2521
110785, 3789
110786, 1783
110787, 1933
110792, 3455
110793, 1629
110794, 4341
110795, 547
110796, 960
110801, 547
110802, 4341
110803, 960
110834, 77
110836, 3857
110837, 1899
110904, 32966
110905, 449
110906, 623
110907, 680
110908, 690
110909, 279
110910, 673
110911, 1169
110912, 26330
110919, 1854
110928, 3694
110934, 4457
110950, 3010
110955, 3775
110998, 3197
111006, 6387
111008, 319
111009, 367
111010, 206
111011, 2079
111013, 5
111021, 2133
111046, 2463
111048, 2027
111170, 1086230
111240, 136084
111261, 10265
111388, 165
111394, 87
111399, 1982
111400, 313
111402, 809
111403, 930
111404, 1420
111416, 617
111551, 301
111552, 41
111587, 964
111588, 2469
111622, 4659
111623, 4976
111624, 4648
111625, 4498
111626, 4682
111629, 5317
111873, 61691
111875, 77733
111876, 50237
111878, 63123
1120760, 2040
1120761, 248
1120762, 107
1120763, 186
1120764, 3141
1120765, 3790
1120766, 110
1120767, 218
1120768, 2962
1120769, 659
1120770, 567
1120771, 771
1120772, 165
1120773, 341
1120774, 3373
1120775, 120
1120776, 161
1120777, 75
1120778, 2817
1120779, 136
1120780, 2702
112230, 1258
112333, 3327
112419, 150871
112420, 1334
112421, 897
1124376, 32391
112539, 4173
112542, 3188
1126615, 87678
1126616, 74727
1126618, 44003
112776, 244
112777, 2230
112778, 1189
112826, 73516
112831, 63134
112833, 71426
112834, 58560
112835, 66516
112852, 107
112853, 2395
112854, 860
112855, 4479
112856, 164
112857, 1703
112865, 14910
112866, 20839
1129073, 1684
1129074, 1679
1129075, 5758
1129076, 6050
1129077, 6026
1129078, 6643
1129079, 7787
1129080, 10539
1129081, 10323
1129082, 10809
1129083, 10439
1129084, 6930
1129085, 6894
112916, 3630
112917, 2930
112918, 9599
112919, 201
112920, 2527
112921, 2158
112922, 1059
112925, 2109
112926, 17941
112927, 2408
112928, 201
112929, 5777
112930, 5084
112931, 1708
112932, 1649
112940, 201
112941, 201
112996, 31
112997, 41
112998, 337
112999, 338
113000, 57
113001, 47
1130077, 154
1130078, 345
1130082, 10760
113125, 84
113126, 102
113127, 132
113128, 149
113134, 710
1131601, 41843
113221, 932
113225, 2663
113340, 393
113341, 84
113342, 449
113343, 137
113344, 1368
113418, 11263
113419, 32732
113420, 32980
113422, 3071
113653, 64901
113685, 13902
113855, 30960
113858, 20121
113861, 9358
113862, 10308
113863, 7214
113864, 8885
113865, 10872
113866, 110
113867, 95
113868, 115
113869, 109
113887, 959
113889, 109
113890, 220
113891, 1428
113908, 1252
113956, 4539
113957, 72628
113958, 6741
113999, 43576
114013, 8652
114014, 9416
114020, 5
114255, 36764
114437, 11029
114438, 7788
1146162, 1177
1146164, 1610
1146165, 18892
1146166, 4887
1146168, 16003
1146169, 28074
1146170, 19519
1146171, 35980
1146172, 36673
1146173, 29086
1146174, 36050
1146175, 23741
1146176, 35096
1146177, 242172
1146178, 33493
1146179, 21424
1146180, 16903
1146181, 6672
1146183, 2332
1146184, 2448
1146185, 4941
1146186, 2486
1146187, 5968
1146188, 5995
1146189, 12764
1146190, 1328
1146191, 2571
1146192, 14290
1146193, 7440
1146195, 2848
1146196, 4128
1146197, 30063
1146199, 149290
1146260, 23657
1146261, 22205
1146724, 136169
1147177, 14726
1147240, 183394
1148096, 2076
1148449, 4583
115051, 770
115053, 826
115054, 880
115059, 872
115060, 824
115061, 839
115062, 916
115063, 965
115064, 898
115065, 916
115066, 931
115067, 912
115068, 959
115069, 906
115070, 780
1153643, 140
1153645, 140
115532, 630967
115601, 61
1156747, 101563
115733, 24050
1158261, 167
1158262, 145
1158263, 964
1158264, 141
1158265, 3816
1158266, 329
1158267, 6420
1158268, 17039
1158269, 50340
116051, 697
116062, 2638
116063, 72
116064, 2776
116065, 40
116066, 46
116067, 2550
116068, 6071
116069, 203
116070, 352
116072, 411
116073, 278
116074, 713
116075, 238
116076, 249
116077, 5812
116078, 475
116079, 6761
116080, 3387
116291, 544
116292, 1764
116293, 1042
116294, 2472
116295, 2375
1164424, 2797
1165782, 3432
116863, 9197
116866, 13743
116870, 10121
116872, 1097
116875, 21377
116877, 15011
116878, 12975
116879, 23598
116880, 24099
116890, 432
116891, 25
116893, 2320
116999, 10819
117000, 34414
117003, 17588
117004, 12725
117005, 3473
117007, 5086
117010, 4454
117011, 5281
117018, 297
117019, 417
117020, 310
117139, 312
117150, 85
1172870, 997463
117423, 7849
117428, 652
1174394, 171132
1174395, 114867
1174396, 179949
1174397, 115286
1174398, 179692
1174408, 169767
117523, 11
117524, 61
117525, 4284
117526, 3846
1176415, 132036
1176416, 131101
1176417, 120331
1176418, 120895
1176419, 166268
1176420, 166520
1176421, 147113
1176422, 147890
1176423, 160701
1176424, 162618
117647, 1057
117682, 17991
1179042, 139115
1179043, 184362
1179044, 185272
1179045, 183911
117948, 17295
117949, 372
117950, 644
117951, 2714
117952, 1273
118032, 863
118034, 1015
118035, 11964
118099, 832
1181081, 19669
1181082, 41135
1181083, 50110
1181084, 53258
118287, 1273
118288, 23058
118290, 9638
118292, 12079
118293, 9197
118295, 17933
118296, 141077
118297, 1358
118298, 20845
118299, 9732
118301, 12815
118302, 9296
118303, 14616
118304, 942
118306, 912
118307, 19667
118309, 3820
118317, 765
1185140, 101
118656, 1576
118657, 1857
118675, 2006
118676, 3109
118677, 5827
118678, 5182
118679, 5878
118680, 832
118681, 3665
118682, 8070
118683, 5570
118714, 75
118768, 82
118882, 4103
118893, 43216
118895, 224
118904, 21183
118905, 78552
118909, 15046
118914, 74179
118916, 8554
118920, 3216
118921, 1444
119051, 92
119052, 83
119238, 161290
119241, 291462
119247, 57206
119829, 51258
119830, 52225
119867, 8152
119918, 1463
1203191, 20716
120755, 13
120756, 6
1207593, 825154
1207649, 3205
1207651, 1090
1207652, 2183
1207653, 3323
1207654, 549
1207655, 3799
1207657, 9213
1207658, 494
1207659, 897
1207660, 546
1207661, 3293
1207662, 26
1207663, 789
1207664, 7474
1207665, 2758
1207666, 22177
1207667, 2640
1207668, 9331
1207669, 3279
1207670, 6428
1207671, 1162
1207672, 7127
120786, 74
120787, 262
120788, 229
120789, 22
120790, 9942
120791, 392
120792, 107
121118, 767
121122, 101
1211688, 60
1211689, 66
1211690, 68
1211691, 66
1211692, 69
1211693, 76
1213332, 84
121394, 5
121395, 2400
121396, 8350
121397, 58
121398, 204
121399, 182
121400, 42
121401, 5001
121404, 1531
1215157, 212941
121535, 71
1215417, 9233
1215418, 31402
121868, 37001
121869, 22895
1220293, 124010
122126, 608
1222709, 57268
122308, 4500
1223317, 53627
122349, 59
122350, 645
122351, 104
122352, 822
1223672, 1804
1223673, 1704
1223674, 1885
1223675, 1762
122390, 10468
1224383, 332
1224384, 309
1224385, 325
1224386, 321
1224387, 2360
1224388, 3259
122482, 899
122550, 19211
122551, 3467
122691, 13127
122715, 3431
1228189, 11448
1228190, 21436
1228191, 3440
1228192, 36509
1228193, 3218
1228194, 25177
1228195, 225
1228196, 1904
1228197, 298
1228198, 26520
1228624, 7014
122866, 25
122868, 289
122870, 398
122947, 18893
123043, 97
123044, 13
123045, 59
1231075, 66176
1231076, 205996
1231077, 317067
123302, 331
123303, 267
1233192, 2176
1233193, 851
1233194, 3775
1233195, 3916
123353, 188
123354, 121
123471, 153992
123472, 147734
123787, 34480
123958, 5766
124034, 26374
124035, 7487
124036, 14509
124038, 22517
124039, 17969
124040, 2479
124041, 12682
124042, 18455
124185, 63504
124186, 46336
124249, 35563
124336, 14525
124358, 197
124360, 56
124361, 37732
124362, 3794
124363, 394
124367, 870
124368, 177
124369, 1667
124370, 2078
124371, 10688
124372, 11
124373, 188
124374, 789
124375, 2093
124532, 1349
124533, 922
124534, 918
124535, 433
124682, 481
124707, 212
124708, 150
124709, 491
125066, 4775
125067, 113633
125068, 4550
125069, 12179
125071, 30
125102, 110224
1252876, 16709
125381, 57239
125386, 56941
125393, 56243
125514, 44509
125872, 53566
125877, 38474
125882, 44968
125892, 51755
125947, 30224
126195, 1052
126196, 54
126197, 328
126281, 21399
126282, 15271
126283, 13729
126284, 10365
126285, 10957
126286, 30
126544, 6017
126660, 114365
126813, 639
126820, 250
127151, 41
127152, 281
127193, 118638
127196, 78298
127214, 23992
127243, 67941
127249, 79724
127253, 50557
127261, 83412
127275, 82509
127316, 40330
1273628, 50122
1273629, 11098
1273630, 18685
1275114, 670
1275115, 208
1275116, 5374
1275117, 2017
1277085, 63639
127889, 70
127890, 23
127891, 9
128057, 807
128058, 2225
128065, 3415
128076, 239
1282328, 22
128329, 72
128336, 6514
128344, 4695
128350, 52
128351, 59
128373, 16134
128482, 3189
128484, 20
128485, 151
128558, 59
128559, 54
128640, 6424
1287882, 136973
1287883, 133851
1288648, 8178
1288649, 16679
1288650, 14627
1288651, 7713
1288652, 4923
128911, 4477
128913, 7032
128914, 111
128915, 63
129051, 13305
1291011, 1046
129107, 497
129108, 1333
129109, 1854
129110, 2370
129111, 2748
129287, 2058
129288, 2064
129289, 2054
129789, 1360
129871, 92533
129872, 5136
129889, 17970
129890, 43
129892, 3924
129894, 1355
129896, 116
129898, 3468
129906, 19091
129907, 17389
129908, 4601
129909, 5557
129910, 5720
129911, 1164
129912, 8724
129914, 3023
129915, 2014
129916, 1103
129917, 15308
129918, 8386
129919, 2751
129920, 2755
129922, 4763
129924, 20262
129926, 5418
129927, 8262
129929, 5815
129930, 8397
129931, 5422
129932, 2088
129937, 146019
129973, 820
129975, 822
129992, 714
130003, 44727
130013, 34301
130014, 13
130015, 1469
130017, 1223
130030, 122
130031, 124
130206, 165711
130441, 657
130442, 2069
130449, 5676
1307396, 474
1307397, 1552
1307398, 260
1307399, 3640
1307400, 3771
130788, 3158
130960, 11649
130961, 2626
130962, 657
130964, 1870
130967, 847
130968, 5809
130969, 6974
130972, 2168
130973, 102
130974, 2803
130975, 694
130976, 501
130977, 2805
130979, 7715
130980, 65
130986, 5458
131090, 660
131091, 2002
131105, 103246
1312949, 5861
1312950, 5384
1312951, 2395
1312952, 10851
1312953, 18060
1312954, 483
1312955, 3856
1312956, 32174
1312957, 10566
1312958, 7964
1312959, 28711
1312960, 2333
1312961, 93597
1312962, 12654
1312963, 35399
1312964, 98828
1312965, 108091
1312966, 63993
1312968, 49032
1312969, 19659
1312970, 23009
1312971, 7331
1312972, 28005
1312973, 23766
1312974, 39303
1312975, 24571
1313200, 1691
131326, 22660
131328, 23865
131329, 21257
1313532, 21
1313533, 7
1313534, 75
1313535, 190
1313538, 2116
1313542, 521
1313543, 563
1313544, 111
1313545, 1534
1313550, 811
1313551, 18977
1313552, 21548
1313553, 37113
1313554, 64222
131372, 787
131374, 256
131376, 829
1313801, 20441
131383, 822076
131438, 54795
131453, 46936
131487, 351678
131500, 91019
1315830, 4492
1315831, 20530
1315832, 4561
1315833, 20603
1315834, 1984
1315835, 2273
1315836, 21519
1315837, 1956
1315838, 4027
1315839, 4088
1315840, 473
1315841, 2225
1315842, 20147
1315843, 19208
1315844, 18425
1315845, 25750
131601, 1787
131602, 14677
131604, 1262
131605, 1186
131720, 91
131723, 49
131725, 95
131727, 532
131730, 296
131969, 5978
131971, 76219
131980, 30123
1320334, 4355
132053, 1979
132054, 2322
132055, 714
132056, 1119
132057, 147
132058, 1602
132059, 160
132060, 107
132061, 833
132062, 52
132204, 130
1322464, 19647
1322465, 15833
1322469, 46235
132349, 437543
132420, 3078
132421, 3818
132422, 7044
132423, 1044
132425, 6989
132426, 2083
132427, 631
132428, 1276
132429, 216
132430, 5327
132431, 6206
132432, 439872
132433, 1132
132434, 688
132435, 10829
132436, 65
132438, 403
132440, 92870
132441, 2777
132442, 50
132444, 11
132446, 5528
132447, 1168
132448, 318627
132449, 2390
132450, 52
1324574, 32033
132536, 3680
132560, 40
132562, 154
132563, 15347
1327299, 25044
1329184, 3902
1329185, 1240
1329186, 14855
1329188, 20584
133077, 597249
133078, 585146
133079, 598172
133275, 4024
133276, 107
133374, 197969
1335002, 407340
133568, 600165
133582, 345341
1336194, 16793
133776, 3521
1339228, 22992
133991, 5605
133992, 3101
133993, 1467
133994, 523
1341427, 4346
1341742, 8924
1341743, 5153
1341744, 24847
1341745, 50173
1344037, 112
1344038, 10
1344039, 1
1344040, 222
1344041, 27
1344042, 2632
1344043, 1
1344044, 687
1344045, 130
1344046, 2771
1344047, 14
1344048, 860
1344049, 2747
1344050, 25
1344051, 7
1344052, 32
1344053, 1
1344054, 869
1344055, 167
1344056, 35881
1344057, 1
1344058, 176
1344059, 14318
1344060, 33525
1344061, 41448
134543, 7179
134601, 2765
134603, 3309
134609, 4294
134618, 738
134619, 390
134621, 302
134622, 6153
134630, 148
134631, 345
134633, 2212
134636, 78
1349593, 699
135059, 56973
135064, 86154
135066, 289166
135071, 78556
135074, 84771
135078, 73461
1351747, 21281
135214, 337
135215, 1010
135216, 5
135217, 476
135218, 4915
135219, 7669
135220, 129
135221, 16546
135222, 12642
135363, 569
135364, 568
135365, 1268
135455, 4100
135456, 1727
135457, 2798
135458, 2850
135459, 4702
135460, 1427
135461, 1117
135462, 5255
135465, 772
135493, 1265
1356107, 3459
1356633, 23843
1356634, 14684
1356635, 19346
1356636, 812
1356637, 321
1356638, 66732
1356639, 5481
1356640, 7204
1356641, 72492
1356642, 138550
1356644, 376
1356645, 21767
1356647, 187153
1356648, 34924
1356649, 300379
1356650, 304586
1356651, 305984
1356652, 370182
1356653, 309816
135671, 18954
135672, 22263
135673, 22429
135674, 26067
135675, 40943
135676, 11984
135677, 9884
135753, 5238
135757, 536
135790, 2761
135805, 997
135806, 143
135807, 6842
135808, 335
136023, 18507
136024, 36241
136074, 32745
136167, 12485
136235, 1240
136236, 966
136243, 316
136385, 611
136393, 2035
136394, 1071
136397, 251
136403, 635
136404, 137
136405, 1510
136523, 45
1366134, 9272
136634, 29339
136635, 522
136636, 30042
136638, 713
136639, 29587
136640, 703
136935, 47
1371988, 30534
137229, 7356
137707, 869
1378611, 818
137976, 8962
137977, 1
138039, 76
138054, 4574
138056, 2818
138092, 657
138093, 682
138095, 193
138101, 388
138102, 2342
138178, 865
138179, 1239
138180, 187
138183, 1247
138185, 1272
138186, 24094
138187, 1350
138188, 3
138189, 279
138191, 2618
138192, 1368
138193, 1026
138194, 6083
138195, 538
138196, 25
138197, 604
138199, 324
138200, 19
138201, 43
138202, 43
138203, 489
138204, 126
138205, 142
138207, 36
138208, 3444
138253, 1367
1382593, 236
1382594, 331
1382595, 160
1382596, 77
1382597, 277
1382598, 115
1382599, 6287
1382600, 118
1382601, 439
1382602, 39336
1384321, 1105
1384322, 1193
138557, 10377
138581, 1879
1387346, 5
139429, 40209
139430, 41805
1395582, 1079
1395584, 473
1395585, 1454
139623, 22332
1396885, 17072
1396886, 73021
1396888, 15048
1396889, 30515
1396890, 51516
1396892, 26513
1396893, 15840
1396894, 57994
1396897, 129212
1396900, 25803
1396901, 53788
1396902, 367226
1396903, 80174
1396904, 254037
1396905, 255327
1396907, 253919
1396908, 79876
1396910, 171852
1396911, 253902
139737, 23111
139764, 143
139767, 454
1399249, 8493
139934, 80
1399418, 252112
140511, 7863
140534, 3142
140545, 1466
140547, 165
1409877, 178231
1411168, 19882
1411169, 20587
1411686, 26818
1411687, 364563
1411688, 365975
1411689, 376767
1411691, 368621
1411693, 255868
1411694, 268992
1411696, 25843
1411697, 234033
1411698, 236163
1411702, 29627
1417953, 9
1417954, 2888
1417955, 3405
1417956, 3373
1417957, 35279
1417958, 1
1417959, 722
1417960, 50520
1417961, 93797
1417962, 5893
1417963, 152626
1417964, 144079
1417965, 110878
1417966, 137248
1432739, 17293
1432740, 2950
1432741, 193
1435439, 51951
1435440, 45740
1436273, 2029
1436274, 23187
1436275, 8456
1436276, 11061
1436277, 37924
1436278, 22637
1437919, 6093
1439534, 217
1439537, 8
143966, 149480
1440463, 5625
144106, 75
144422, 10148
1450243, 64569
1450321, 18361
1450323, 27439
145065, 48222
1451897, 1620
1451898, 6122
1451899, 469
1451900, 21
1451901, 912
1452668, 91
1452669, 73
1452670, 3918
1452672, 158
1452673, 476
1452674, 506
1452675, 3750
1452676, 533
1452677, 4735
1452678, 71
1452679, 476
1452680, 11793
1452681, 3685
145328, 143
145329, 65
145330, 148
145331, 8333
145352, 16874
1453582, 473
145363, 32582
145365, 18566
1454014, 12529
1454015, 21102
1454016, 17043
1454017, 15686
1454018, 31188
145419, 15968
1454387, 19807
1454388, 40122
1454389, 30460
145495, 9890
145496, 10471
145497, 19376
145499, 18723
145500, 15353
145501, 16622
145502, 17894
145503, 16697
145504, 18535
145507, 13471
145508, 21581
1455627, 12847
1455628, 1657
1455630, 1026
1455661, 3067
1458668, 612
1458669, 1269
1458670, 153
1458671, 143
1458672, 871
1458673, 13517
1458674, 5899
1458675, 21212
1458676, 4869
1458677, 18078
1458678, 109415
1458679, 16553
1458680, 16642
1458681, 25584
1458682, 211
1458683, 82758
1458684, 11364
1458685, 47531
1458686, 2734
1458687, 3972
1458688, 4138
1458689, 120
1458690, 26075
1458691, 215
1458692, 2513
1458693, 918
1458694, 1327
1458695, 1071
1458696, 3514
1458697, 6882
1458698, 3529
1458699, 3056
1458700, 14364
1458701, 1166
1458702, 25729
1458703, 6482
1458704, 5911
1458705, 18930
1458706, 6041
1460441, 151
1461200, 13392
1464288, 21964
1464289, 18749
1467362, 72578
1472695, 10
1472696, 15412
1473393, 60895
147499, 93751
147729, 1076467
1481222, 3681
1481223, 3738
1481523, 74709
1481537, 74720
148292, 588
148293, 2235
1482988, 29816
1482989, 36927
1482990, 45404
1484067, 9455
148452, 3857
148454, 4925
148457, 9513
1485510, 20392
148764, 3917
1489589, 36
1489590, 785
1489591, 334
1489592, 50
1489593, 14
1489594, 107
1489595, 57
1489596, 1492
1489597, 177
1489598, 1275
1489599, 8432
1489600, 4046
1489676, 28375
1490842, 2219
1490843, 2706
1490844, 3476
1492345, 19860
149255, 2349
149305, 238
149307, 358
1494102, 61490
149614, 31942
1496712, 19309
1501544, 1630
1501545, 102
1501546, 948
1501547, 3194
1501548, 3245
1501549, 6238
1501550, 49164
1501590, 101
1501591, 101
150242, 3595
1502911, 101
1504272, 101831
1505017, 1
1505018, 235
1505019, 182
1505020, 9
1505021, 3051
1505022, 4482
1505023, 925
1505025, 302
1505026, 2813
1505027, 518
1505029, 52
1505031, 1
1505032, 1031
1505033, 4470
1505034, 1126
1505036, 3747
1505134, 311
1505135, 3888
1508790, 8651
1509643, 11579
1509868, 152345
1512169, 873
151365, 9095
151370, 10311
1513803, 63389
1514493, 51
1514494, 369
1514495, 829
1514496, 831
1514497, 5987
1514498, 786
1514499, 6449
1514500, 12589
1514502, 12704
151450, 31317
1514900, 7632
1514901, 5885
1514902, 788
1514903, 4490
1514904, 5527
1514905, 115093
1514906, 127483
1516886, 671
1516887, 3329
1517909, 250
1517910, 576
1517911, 11545
1517923, 22700
1519467, 6
1519468, 56
1519469, 10262
